C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_27_873.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_27_873.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_27_873.jpg, 0, 0, 0, 8.328007E-07
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_27_984.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_27_984.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_27_984.jpg, 0, 0, 0, 2.953826E-06
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_089.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_089.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_089.jpg, 0, 0, 0, 1.146104E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_193.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_193.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_193.jpg, 0, 0, 0, 1.455097E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_297.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_297.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_297.jpg, 0, 0, 0, 3.83832E-06
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_402.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_402.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_402.jpg, 0, 0, 0, 1.0134E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_511.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_511.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_511.jpg, 0, 0, 0, 1.278953E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_620.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_620.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_620.jpg, 0, 0, 0, 1.65289E-06
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_727.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_727.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_727.jpg, 0, 0, 0, 7.215314E-06
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_839.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_839.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_839.jpg, 0, 0, 0, 1.039904E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_28_941.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_28_941.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_28_941.jpg, 0, 0, 0, 1.345444E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_054.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_054.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_054.jpg, 0, 0.3350561, 0, 0.3159079
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_168.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_168.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_168.jpg, 0, 0.6774552, 0, 1.055941
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_279.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_279.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_279.jpg, 0, 0.9739906, 0, 2.114598
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_382.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_382.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_382.jpg, 0.03866373, 1, 0, 3.29306
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_486.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_486.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_486.jpg, 0.3866445, 1, 0, 4.676805
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_594.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_594.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_594.jpg, 0.7090981, 1, 0, 5.761697
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_696.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_696.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_696.jpg, 0.6170138, 0.916785, 0, 6.833429
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_07_07_29_798.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_07_07_29_798.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_07_07_29_798.jpg, 0.3123206, 0.6120918, 0, 7.670724
